mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_94647,CC1CCC1CNC=O,3.11941,0.86496,0.72636,3.7228,84.17,-0.2481,0.0347,0.2828,1597.362,0.194318,-404.368754,-404.358888,-404.357943,-404.404923,35.812
gdb_37610,C1C2C3C4C1C1C2C3N41,3.03825,2.49419,2.25088,1.9617,75.22,-0.2105,0.0599,0.2704,748.1192,0.152924,-364.746168,-364.741173,-364.740229,-364.775147,23.261
gdb_67830,OC12C=CC3OCC1C23,3.14296,1.78654,1.46501,1.6954,70.69,-0.2299,0.0022,0.2321,911.0169,0.137737,-421.808326,-421.801542,-421.800598,-421.83901,28.25
gdb_53381,CC#CC1COC(C)O1,4.34902,0.77352,0.70557,1.4528,81.87,-0.2508,0.0336,0.2844,1658.602,0.157367,-423.007733,-422.997771,-422.996827,-423.045601,34.109
gdb_94037,OC1CCC(CC#N)=C1,4.32946,0.86355,0.78561,2.869,78.41,-0.263,-0.0095,0.2536,1434.4048,0.148077,-401.976651,-401.967778,-401.966834,-402.011215,32.296
gdb_93415,NC1=CC(=O)NCC1O,2.53188,1.47076,1.06913,3.8604,73.81,-0.2235,-0.0176,0.2058,1119.7746,0.138407,-455.193349,-455.185047,-455.184103,-455.226033,32.113
gdb_39183,C1CC2C3NC22C1OC32,2.86151,1.65,1.09893,2.1722,81.58,-0.17,0.0223,0.1923,1077.607,0.150213,-401.921962,-401.914434,-401.91349,-401.953724,30.014
gdb_58658,CC(N)C1(NC1C)C#N,1.86879,1.48203,1.14635,2.6401,80.39,-0.2473,0.0154,0.2627,1212.9146,0.170168,-399.318682,-399.308446,-399.307502,-399.353765,37.218
gdb_68544,CC12OC(C=C1)C2(C)O,2.15564,1.94495,1.60062,3.234,75.48,-0.2306,0.0032,0.2338,969.753,0.156549,-422.983703,-422.974793,-422.973849,-423.0169,34.555
gdb_91287,OC1CC2NC(=O)NC12,2.98734,1.4588,1.20788,5.2281,67.62,-0.232,0.0483,0.2803,1040.4037,0.138155,-455.177244,-455.169364,-455.16842,-455.209952,30.233
gdb_49106,C1CNC(=C1C=O)C=O,2.42334,1.33943,0.87447,2.9134,81.61,-0.2225,-0.092,0.1305,1248.5272,0.124411,-437.92233,-437.913933,-437.912989,-437.955781,30.004
gdb_86652,CC1OC(C=O)C(=N)O1,1.97943,1.91212,1.22121,1.7978,66.93,-0.2588,-0.0405,0.2183,1042.0152,0.122859,-475.046278,-475.037795,-475.036851,-475.080043,30.302
gdb_99087,CNC(=O)CC(C)C=O,3.38455,0.78703,0.70742,2.6635,77.72,-0.2498,-0.0194,0.2304,1645.8449,0.167913,-440.336283,-440.325369,-440.324425,-440.374113,37.08
gdb_39842,C1CC11C2OC2C2OC12,2.95214,1.75988,1.39929,3.2517,71.07,-0.2616,0.0541,0.3157,949.7505,0.136539,-421.768776,-421.761937,-421.760993,-421.799861,27.829
gdb_52783,CC#CC1(CC(=O)C1)O,2.76437,0.95267,0.80675,3.6932,78.26,-0.239,-0.0218,0.2172,1456.7666,0.131822,-421.806855,-421.797006,-421.796062,-421.843693,34.822
gdb_91952,CC1CN2CC2C11CC1,2.27848,1.71638,1.31422,1.5012,84.94,-0.2211,0.0779,0.299,1093.2143,0.195751,-367.181578,-367.173297,-367.172353,-367.214044,33.424
gdb_121206,OCCC1OCC1C#N,2.49075,1.01034,0.78016,2.8487,72.4,-0.2672,0.0125,0.2797,1440.8112,0.147003,-439.070627,-439.061206,-439.060262,-439.10624,32.779
gdb_3428,O=C1NCC2OC12,5.06186,2.96878,2.11094,4.0786,49.96,-0.2449,0.0066,0.2514,592.5765,0.091935,-360.527434,-360.521917,-360.520973,-360.556704,20.606
gdb_54230,CC1(CNC1=O)C(N)=O,2.28201,1.54058,1.29636,1.6779,68.99,-0.2456,0.0105,0.2561,1050.3495,0.135969,-455.207927,-455.198846,-455.197902,-455.241801,33.261
gdb_75446,CC1=CCOC(C1)C=O,2.68205,1.22437,0.86911,2.6875,78.65,-0.243,-0.0279,0.2152,1321.0469,0.157881,-423.046332,-423.037375,-423.036431,-423.080438,32.761
gdb_12188,CC1OC(C#N)C1=O,3.10943,1.69275,1.40082,3.9148,59.72,-0.283,-0.0616,0.2214,902.2357,0.093616,-398.602493,-398.594817,-398.593873,-398.635117,26.617
gdb_5606,Cn1ccnc1CO,3.41635,1.92005,1.32848,2.6846,67.19,-0.2196,0.0174,0.237,912.7328,0.132303,-379.954128,-379.9464,-379.945456,-379.986314,27.969
gdb_5309,CC(O)C1=CN=CN1,4.52991,1.53811,1.19804,2.4292,66.28,-0.2218,0.0251,0.2468,977.7573,0.132226,-379.960349,-379.952773,-379.951829,-379.992484,28.139
gdb_131465,OC1C2C1C1=NC=NN21,4.90935,1.2907,1.1887,3.3466,66.71,-0.2557,-0.0131,0.2426,1000.8613,0.103006,-432.803742,-432.797182,-432.796238,-432.8347,25.372
gdb_70681,OC12CC1COC=NC2,2.58731,1.69142,1.26567,1.7989,71.52,-0.2425,0.0129,0.2554,1017.6177,0.149226,-439.06859,-439.060839,-439.059895,-439.100537,30.664
gdb_123429,C(C1CN1)C1=CN=NO1,5.36144,0.92088,0.81822,4.1197,70.68,-0.264,-0.038,0.2261,1342.6392,0.124958,-434.015426,-434.007662,-434.006717,-434.048906,28.164
gdb_90267,OC1CC23NCC2OC13,3.40591,1.55048,1.28099,2.1914,71.51,-0.2136,0.0516,0.2652,1003.6019,0.148467,-439.006106,-438.998604,-438.99766,-439.037972,29.8
gdb_21469,N=COC1=NC=NO1,8.38432,1.30562,1.12971,1.9834,55.94,-0.2806,-0.0398,0.2407,952.2012,0.072696,-430.705077,-430.698457,-430.697513,-430.737769,22.171
gdb_49881,N=CN1CC(=N)OC1=O,3.72586,1.27688,0.9567,4.1723,67.24,-0.2711,-0.0238,0.2472,1140.0021,0.101895,-470.057152,-470.049304,-470.04836,-470.090299,27.784
gdb_10415,COC1(CNC1)C#N,2.71752,1.97218,1.43361,2.3922,65.25,-0.2418,0.0151,0.2569,912.0184,0.130158,-379.889484,-379.881316,-379.880372,-379.922175,29.052
gdb_130248,NC1=NOC(=O)C(=N)N1,3.20152,1.48731,1.01798,5.3631,65.12,-0.2481,-0.0579,0.1902,1063.9849,0.090618,-486.071311,-486.063728,-486.062784,-486.103533,28.427
gdb_39782,C1OC11C2NC1C1NC21,3.04558,1.88254,1.52544,2.8159,71.35,-0.2348,0.0719,0.3067,896.0688,0.13841,-417.896166,-417.889752,-417.888808,-417.926608,27.034
gdb_33218,c1cc([nH]c1)NCCO,5.47268,0.7419,0.69644,1.8801,79.65,-0.1876,0.0505,0.2381,1618.9292,0.161115,-419.22293,-419.21385,-419.212905,-419.258346,33.253
gdb_57321,CC(C)(O)C(=O)OC=N,3.00889,1.02588,0.91815,1.5802,71.59,-0.2739,-0.0228,0.2511,1334.6084,0.143539,-476.254262,-476.243879,-476.242934,-476.290009,36.615
gdb_55622,C#CC(CC(=O)N)C#C,2.47195,1.05859,0.86626,3.5011,76.69,-0.2516,0.0179,0.2696,1351.4932,0.120762,-400.710002,-400.699919,-400.698974,-400.745885,36.059
gdb_38061,C1C2C=CC3(CCC3)C12,3.32155,1.41137,1.2439,0.19,87.75,-0.2226,0.0193,0.2419,1099.9607,0.184761,-349.94187,-349.934351,-349.933407,-349.973636,31.123
gdb_64258,CC1(C)CCC2CC1C2,2.45349,1.49857,1.4346,0.0809,90.98,-0.2735,0.0759,0.3494,1126.3032,0.23149,-352.36547,-352.356944,-352.356,-352.39762,35.861
gdb_95410,CC1CCC(C)=CCO1,2.9956,1.14994,0.89943,1.3942,88.63,-0.2305,0.0183,0.2488,1387.3963,0.205967,-388.306278,-388.296886,-388.295942,-388.340157,36.285
gdb_113397,CCC1CC11C2CC1C2,3.93063,1.01079,0.93118,0.0943,91.43,-0.2565,0.0941,0.3506,1391.008,0.20631,-351.090636,-351.08198,-351.081036,-351.123963,34.274
gdb_55557,C1CN1C(=O)NC(=O)N,4.06472,0.94101,0.82637,5.1731,68.45,-0.2522,0.001,0.2533,1371.8717,0.12439,-471.243669,-471.23465,-471.233706,-471.27873,31.955
gdb_104636,COC1(CC(C)C1)C#C,2.50341,1.19922,0.96535,1.0426,85.32,-0.252,0.0372,0.2892,1334.2139,0.179567,-387.0404,-387.030386,-387.029442,-387.075087,37.48
gdb_74170,NC1=CC(=O)NC1C#C,2.60785,1.41176,1.00551,5.572,75.58,-0.2285,-0.0083,0.2202,1140.1805,0.112982,-416.82034,-416.812019,-416.811075,-416.853156,31.768
gdb_50859,N=COC(=O)CC1CO1,5.67943,0.69951,0.666,1.8908,68.93,-0.2769,-0.027,0.2499,1647.8834,0.122142,-475.026856,-475.017729,-475.016784,-475.062738,30.987
gdb_107638,OCC12CC1CCC2O,2.5169,1.49722,1.1223,3.2304,77.8,-0.2472,0.0596,0.3069,1148.4816,0.183798,-424.223488,-424.214774,-424.213829,-424.256501,34.328
gdb_87096,CC1CC1(C)C(=O)C#C,2.91031,1.14691,0.96649,2.8246,84.66,-0.2576,-0.0549,0.2027,1286.8333,0.155785,-385.867273,-385.857291,-385.856347,-385.902227,36.588
gdb_76033,OC1C(C#N)C1(O)C#C,2.76525,1.2284,1.07921,5.1945,71.11,-0.2608,-0.0094,0.2514,1127.827,0.097795,-436.632591,-436.623547,-436.622603,-436.666182,33.085
gdb_105535,COC1(CCC1)C1CN1,2.15766,1.50532,1.12532,2.7023,81.98,-0.2331,0.079,0.3121,1206.2625,0.194228,-404.297601,-404.288214,-404.28727,-404.332703,35.091
gdb_82251,OC1C2NC2C2OCC12,2.53124,1.94367,1.43387,2.564,69.27,-0.2395,0.058,0.2976,939.58,0.150551,-439.037453,-439.030415,-439.029471,-439.068959,28.42
gdb_31450,CCc1cc(co1)C#C,5.6019,0.85062,0.78011,1.0033,86.05,-0.2155,-0.004,0.2116,1470.3828,0.135076,-384.699254,-384.690516,-384.689572,-384.733067,32.389
gdb_27651,C#Cc1cc([nH]c1N)O,3.17183,1.22069,0.88375,1.7229,79.01,-0.1699,0.0265,0.1964,1231.7971,0.112136,-416.808079,-416.799094,-416.798149,-416.841225,33.777
gdb_31570,COc1cc(c([nH]1)N)O,3.39732,1.09611,0.83682,1.6605,72.7,-0.1641,0.0706,0.2346,1335.5819,0.1354,-455.153544,-455.143786,-455.142842,-455.188091,34.94
gdb_19843,C1C2OCC3NC3C12,3.33872,2.54297,1.81279,2.6729,67.16,-0.2337,0.07,0.3037,765.8015,0.145133,-363.81785,-363.811676,-363.810732,-363.847788,25.429
gdb_113685,COC(=O)C1CC1CO,3.65975,0.85166,0.77858,1.5129,74.0,-0.2577,0.0102,0.2679,1511.0998,0.157651,-460.176918,-460.166885,-460.165941,-460.212864,34.888
gdb_113422,COC1CC11CC(=O)C1,2.95535,1.07996,0.92014,2.3266,77.18,-0.2421,-0.0213,0.2208,1312.456,0.156476,-423.00328,-422.994176,-422.993232,-423.037981,33.555
gdb_25923,Cc1nccn1C(=O)C,2.69292,1.62179,1.02501,3.1339,76.43,-0.233,-0.0395,0.1935,1128.9407,0.136138,-418.083545,-418.075087,-418.074142,-418.116783,31.186
gdb_63721,CC1(O)CC2(OC12)C#N,3.75486,1.1428,1.03659,4.991,70.87,-0.2804,-0.0039,0.2764,1160.2446,0.121891,-437.856455,-437.847928,-437.846984,-437.889306,32.211
gdb_95553,OC1CCC=CC2OC12,2.42392,1.64321,1.21911,0.7023,75.8,-0.24,-0.0021,0.2379,1069.5262,0.160666,-423.006674,-422.998673,-422.997729,-423.038966,31.528
gdb_8700,CCC(C)(CC)C=O,2.61861,1.52512,1.26439,2.471,78.1,-0.2444,-0.0215,0.2229,1120.2177,0.197078,-350.226869,-350.216509,-350.215565,-350.262009,37.154
gdb_51701,N=COC1COC(=O)O1,3.7757,1.02696,0.89144,4.9713,60.7,-0.291,-0.0032,0.2878,1252.6197,0.101104,-511.004323,-510.996435,-510.995491,-511.038283,27.148
gdb_70138,OC12CC1C=CNC2=O,2.43032,2.01255,1.26674,3.2827,70.99,-0.2204,-0.0081,0.2123,968.0241,0.125872,-437.92188,-437.91449,-437.913546,-437.953387,29.654
gdb_95539,CC1COC=NC1C=O,2.96418,1.36593,1.10317,2.3585,72.04,-0.2472,-0.0288,0.2185,1112.141,0.147699,-439.107701,-439.099217,-439.098273,-439.14098,31.137
gdb_69033,OC12CC1(OC2=N)C#N,2.81405,1.41427,1.1797,2.389,67.49,-0.2686,-0.0333,0.2353,1028.9889,0.088264,-452.713858,-452.706133,-452.705189,-452.746225,28.756
gdb_117859,COCC(=NCC=O)N,3.01717,0.7023,0.57636,5.6732,77.13,-0.2385,-0.0141,0.2244,1879.405,0.154983,-456.333551,-456.322514,-456.321569,-456.372409,36.888
gdb_47550,O=C1CC2OC2CCN1,2.67986,1.51756,1.04999,3.5722,71.57,-0.2425,0.0223,0.2649,1115.5716,0.150089,-439.103258,-439.095498,-439.094554,-439.135846,29.818
gdb_93790,CC1CCC(O)C(=O)C1,2.27302,1.38376,1.06402,1.6701,78.8,-0.2315,-0.0181,0.2134,1226.8272,0.18302,-424.267032,-424.257952,-424.257008,-424.300685,34.848
gdb_89131,CC12CC(O)C1C2C#N,2.25376,1.63966,1.17332,4.5497,76.36,-0.2684,0.02,0.2884,1094.9316,0.147516,-401.940674,-401.932133,-401.931189,-401.973463,32.708
gdb_92954,CC1CC=CC11CCC1,2.48444,1.51952,1.14595,0.1667,90.94,-0.2302,0.029,0.2592,1186.2113,0.20718,-351.162761,-351.15419,-351.153246,-351.195707,34.35
gdb_58506,CC(C)C1(C)CC2NC12,2.47102,1.31481,1.21228,1.5335,88.44,-0.2241,0.0837,0.3079,1221.5317,0.216856,-368.376639,-368.366993,-368.366049,-368.41035,38.093
gdb_120331,COCC1C2OCOC12,3.52176,0.99385,0.95679,0.7327,71.93,-0.2461,0.0884,0.3345,1325.5203,0.158855,-460.115661,-460.106976,-460.106032,-460.150077,31.179
gdb_125478,Cc1nc2c(o1)con2,5.43824,1.32445,1.07216,4.4192,66.77,-0.2567,-0.0452,0.2115,1038.0489,0.090658,-452.739862,-452.733232,-452.732288,-452.771098,24.901
gdb_15344,CCC1CN1CC#C,2.9493,1.45499,1.17416,1.0241,77.16,-0.2266,0.0393,0.2658,1104.2211,0.163555,-327.858091,-327.849039,-327.848095,-327.891864,33.077
gdb_6436,CC1(CC(O)C1)C#N,4.27167,1.39687,1.27913,4.1955,68.72,-0.2764,0.0335,0.3099,983.5979,0.141618,-363.868959,-363.860787,-363.859843,-363.901183,30.661
gdb_91109,CC1CC2C3OCC1C23,2.74409,1.75969,1.44184,1.5733,79.96,-0.2291,0.0773,0.3064,1002.9486,0.185928,-387.093968,-387.086726,-387.085782,-387.125331,30.164
gdb_13969,O=COC12CC1OC2,6.07951,1.25138,1.15207,2.4418,58.66,-0.2531,-0.007,0.2461,994.3941,0.105765,-419.638812,-419.631707,-419.630763,-419.670687,25.554
gdb_131976,c1c(c(on1)N(=O)=O)N,2.82581,1.70273,1.06307,5.6196,64.96,-0.2504,-0.0961,0.1542,1004.765,0.077621,-505.843005,-505.835777,-505.834833,-505.874904,26.596
gdb_65200,CC1(CC1)C1CC2CN12,2.9804,1.34648,1.19088,1.4336,84.63,-0.2271,0.0861,0.3132,1157.2249,0.194783,-367.152277,-367.14372,-367.142776,-367.185181,34.049
gdb_26628,Cc1c(occ1C#N)C,3.26838,1.25776,0.9186,4.4549,79.05,-0.2367,-0.0252,0.2115,1221.8377,0.12391,-400.812213,-400.803351,-400.802407,-400.846249,31.296
gdb_15964,N#CC1NCC11CC1,3.06139,1.94363,1.37217,4.6592,69.12,-0.2487,0.012,0.2607,908.7011,0.131609,-342.753921,-342.746581,-342.745637,-342.785657,27.461
gdb_106078,COC12C3CN=C1NC23,3.03942,1.57363,1.38146,3.347,74.3,-0.2172,-0.0585,0.1587,990.6832,0.13497,-417.844922,-417.837229,-417.836285,-417.877046,29.686
gdb_10518,CCC1(COC)CO1,2.7443,1.44506,1.10091,1.4777,71.72,-0.2597,0.075,0.3347,1165.0133,0.174643,-386.111341,-386.101813,-386.100869,-386.146435,33.455
gdb_49909,O=CC1CC(C1)N1CC1,5.44168,0.75777,0.72826,3.2514,81.7,-0.242,-0.0189,0.2231,1570.6183,0.170012,-403.111415,-403.102497,-403.101553,-403.146177,32.65
gdb_73758,CC1=C(C#N)C2OC2C1,2.54237,1.55503,1.04091,4.8653,77.52,-0.2575,-0.0501,0.2074,1118.966,0.124308,-400.764683,-400.756743,-400.755799,-400.79723,29.632
gdb_41089,C1OC2C3CC4CN3C124,3.3284,1.83424,1.68081,1.3892,75.75,-0.225,0.0279,0.2529,873.1829,0.149513,-401.787175,-401.780871,-401.779926,-401.817398,27.03
gdb_58235,CC(O)C(C)C1(O)CC1,2.15908,1.32951,1.16075,2.2453,81.04,-0.2472,0.0583,0.3055,1238.4248,0.203593,-425.416863,-425.406559,-425.405615,-425.451367,39.92
gdb_31156,Cc1c(c(co1)N)OC,2.05735,1.75781,1.00731,1.1943,76.1,-0.1902,0.0335,0.2236,1184.5084,0.146848,-439.097748,-439.088264,-439.087319,-439.131927,34.323
gdb_60281,CC(C)CN=C(C#N)N,3.5236,0.79127,0.70457,4.9975,85.31,-0.2561,-0.0396,0.2165,1640.3321,0.169167,-399.348715,-399.338074,-399.337129,-399.385035,38.113
gdb_89797,CC1CC2(CN2)C2NC12,3.097,1.35351,1.11953,1.9931,82.4,-0.2333,0.0767,0.3101,1167.4952,0.184937,-383.234109,-383.226036,-383.225092,-383.266402,32.534
gdb_41954,C1CC2COCC(O1)O2,2.33676,2.01575,1.67952,1.3443,69.55,-0.2328,0.078,0.3108,915.2791,0.16331,-460.166607,-460.159777,-460.158833,-460.197495,28.127
gdb_86987,CN1CC(C1)NCC#N,5.99496,0.62532,0.61424,3.7574,81.94,-0.2243,0.0209,0.2452,1824.0068,0.170909,-399.298869,-399.28934,-399.288396,-399.334219,34.087
gdb_17899,OC1C2CCCC1O2,2.80738,2.2236,2.15181,1.9421,65.96,-0.2362,0.065,0.3013,783.1252,0.156316,-384.929968,-384.923093,-384.922149,-384.96067,27.38
gdb_75957,CC1C(=O)CCOC1=O,2.07575,1.89192,1.08701,3.7499,68.63,-0.2609,-0.0355,0.2254,1091.1057,0.135444,-459.02922,-459.02085,-459.019906,-459.06259,30.867
gdb_59098,CC(O)C1C(C)CC1=O,2.15781,1.4422,1.12445,2.5846,78.59,-0.2447,-0.0249,0.2198,1207.8812,0.180402,-424.241571,-424.231777,-424.230833,-424.276332,36.668
gdb_40508,C1OC1C12OC3CC1C23,4.45846,1.25271,1.20128,2.4131,72.06,-0.2336,0.0678,0.3015,1064.9375,0.136094,-421.727526,-421.720483,-421.719539,-421.759378,27.677
gdb_119491,CCCC12OC1C1NC21,3.94879,0.95997,0.88457,3.3924,78.67,-0.2184,0.061,0.2793,1398.9909,0.169495,-403.050053,-403.041369,-403.040425,-403.083935,33.155
gdb_117643,C[NH2+]CC(C)(C)C([O-])=O,2.72431,0.9833,0.86887,14.8345,82.44,-0.1661,-0.0138,0.1523,1444.5281,0.192271,-441.455378,-441.444443,-441.443499,-441.491722,39.252
gdb_89240,CN1CC2(C)C3OC2C13,3.04818,1.6028,1.24726,1.8991,78.7,-0.2091,0.0748,0.2839,1063.3686,0.171021,-403.077632,-403.069744,-403.068799,-403.109541,31.667
gdb_21922,c1c(c([nH]n1)O)CO,3.77556,1.86484,1.29166,1.8665,59.04,-0.2131,0.0364,0.2495,881.6558,0.109654,-415.872085,-415.865092,-415.864148,-415.903301,26.262
gdb_19316,C1OC1C#CC1CO1,7.34877,0.8091,0.80565,0.6761,69.47,-0.2554,0.0008,0.2561,1392.061,0.105704,-382.451474,-382.443718,-382.442774,-382.4853,26.592
gdb_95767,CC1CCCC(C)=C1C,1.92296,1.62427,0.96044,0.0598,96.46,-0.216,0.0349,0.2509,1348.3253,0.229411,-352.393165,-352.383178,-352.382234,-352.42745,38.658
gdb_122711,COCCN=CNC=O,4.91186,0.51497,0.48293,1.2404,81.29,-0.247,-0.0252,0.2218,2211.323,0.157746,-456.356644,-456.346341,-456.345397,-456.393845,34.737
gdb_1451,CNC(=O)OC=N,9.32708,1.38782,1.21736,2.2159,54.6,-0.268,0.0052,0.2731,932.7949,0.101303,-377.815601,-377.807799,-377.806855,-377.848312,25.52
gdb_115399,CCC1COC(C1)=NC,5.24755,0.79613,0.71808,2.8679,86.27,-0.2386,0.0369,0.2754,1648.5542,0.194011,-404.377712,-404.367729,-404.366785,-404.413871,35.629
gdb_86560,OC1CC(C1)C1COC1,4.90774,0.8039,0.74277,1.2418,78.14,-0.2448,0.0693,0.3141,1534.2722,0.18258,-424.185421,-424.176364,-424.17542,-424.220611,33.281
gdb_2092,CC1CCN=CO1,4.99093,2.46802,1.76713,2.3425,61.28,-0.2445,0.0291,0.2735,725.1763,0.138646,-325.800095,-325.793566,-325.792622,-325.830351,24.515
gdb_55950,CC(=O)CC1CC=CC1,4.13289,0.87131,0.7833,2.4901,83.88,-0.2345,-0.0095,0.2249,1512.918,0.181488,-387.129878,-387.120406,-387.119462,-387.165589,34.415
gdb_56762,CC(C#N)C12CC1CC2,2.81369,1.2853,1.03862,3.7869,82.73,-0.2633,0.0363,0.2996,1215.8364,0.171212,-366.006166,-365.997307,-365.996362,-366.039921,33.436
gdb_15144,O=CNCCC1CO1,6.37873,0.85269,0.8051,2.569,65.98,-0.2524,0.0282,0.2806,1382.0761,0.141661,-401.00024,-400.991601,-400.990657,-401.035012,29.611
gdb_49481,O=C[C-]1C2CC([NH2+]2)C1=O,3.278,1.17785,0.89763,2.7215,73.41,-0.2323,-0.0847,0.1476,1239.0499,0.124286,-437.922573,-437.914005,-437.913061,-437.956343,30.663
gdb_69311,CC12CC1C(C)(C)C=C2,2.81705,1.31908,1.2559,0.1918,91.02,-0.2238,0.0239,0.2476,1187.5318,0.204962,-351.167314,-351.158027,-351.157082,-351.200281,37.204
gdb_55571,C#CCC(=O)CC(=O)N,4.67387,0.76327,0.68841,1.9925,72.9,-0.2506,-0.0376,0.213,1567.7529,0.121221,-437.904127,-437.894475,-437.893531,-437.940046,34.325
gdb_80254,CC1C2NC(=O)C1C=C2,2.2234,2.00838,1.5286,3.5835,75.04,-0.2297,-0.0129,0.2168,952.014,0.150216,-401.983587,-401.976349,-401.975405,-402.014841,29.622
gdb_11860,COC1CC2(CO2)C1,6.37393,1.10809,1.05139,2.4399,69.07,-0.2526,0.0702,0.3228,1152.3766,0.152323,-384.895107,-384.887059,-384.886115,-384.927818,29.699
gdb_26864,Cc1ccc(=O)[nH]c1N,3.04738,1.38181,0.95722,5.6009,82.22,-0.1894,-0.018,0.1714,1188.0433,0.137633,-418.089514,-418.081112,-418.080168,-418.122195,32.235
gdb_52654,CC#CC(C)C(C)C#N,3.35305,0.8193,0.68296,4.3979,88.98,-0.259,0.0284,0.2874,1658.6185,0.16818,-366.017552,-366.006489,-366.005545,-366.05488,38.219
gdb_36915,C1CC1OC1CC=CC1,3.89031,0.98778,0.89189,1.0061,84.21,-0.2327,0.0308,0.2635,1382.0053,0.182743,-387.075724,-387.06717,-387.066225,-387.10992,32.745
gdb_33585,C#CC12C3C1C1C3CN21,3.91254,1.56243,1.41071,1.953,79.34,-0.2257,0.0236,0.2493,936.366,0.124933,-363.48025,-363.473684,-363.47274,-363.51095,27.362
gdb_64888,CC1(CC1(C)C#N)C#N,2.0078,1.69873,1.09835,6.758,78.08,-0.2975,0.0029,0.3004,1131.4882,0.134336,-380.893131,-380.883656,-380.882712,-380.927091,34.257
gdb_51722,O=COC1CNC(=O)O1,3.71782,1.01576,0.88156,5.4294,59.67,-0.2804,-0.0123,0.2681,1252.8097,0.10111,-511.031171,-511.023136,-511.022191,-511.065089,27.763
gdb_90972,CC1CC2C3CC2(C3)O1,3.68526,1.35748,1.26438,1.3194,82.74,-0.2397,0.0921,0.3317,1097.5844,0.184405,-387.02818,-387.020746,-387.019802,-387.059932,31.035
gdb_116094,COC1CCCC(=O)O1,2.20121,1.5884,1.13268,3.6516,71.46,-0.2582,0.0155,0.2736,1141.1416,0.159795,-460.207263,-460.198442,-460.197497,-460.241727,31.966
gdb_96644,CC(=NC)N(C=O)C=O,2.83792,1.10718,0.8334,6.4022,75.66,-0.2498,-0.0365,0.2133,1359.978,0.132366,-455.178684,-455.168497,-455.167553,-455.21491,34.28
gdb_44085,O=C1CC23CCN2CC13,3.81892,1.4079,1.1891,3.2836,75.82,-0.2221,-0.0249,0.1973,1049.5491,0.148174,-401.902973,-401.895649,-401.894705,-401.934886,29.038
gdb_126925,CCNc1cn(nn1)C,5.20035,0.81426,0.71617,4.0846,81.15,-0.1973,0.0105,0.2078,1604.3966,0.159964,-415.387034,-415.377658,-415.376714,-415.422043,33.236
gdb_130606,C#Cc1cc(=O)cn[nH]1,3.70882,1.22639,0.92163,5.3711,79.01,-0.2326,-0.0611,0.1715,1159.2957,0.090241,-415.59976,-415.59238,-415.591436,-415.631718,27.857
gdb_50966,O=CNC(CC#C)C=O,2.08826,1.30116,0.87479,2.2988,72.23,-0.2576,-0.0475,0.21,1283.805,0.121086,-437.880577,-437.870884,-437.86994,-437.916264,33.499
gdb_42906,O=C1C(C2CC2)C2CN12,3.05431,1.27661,1.00538,3.8727,75.88,-0.2415,-0.011,0.2305,1196.2811,0.148002,-401.91091,-401.902975,-401.902031,-401.944035,30.106
gdb_69994,CC12OC1C1CC2CO1,3.02247,1.70448,1.60701,2.9327,73.15,-0.2397,0.084,0.3237,937.2902,0.161128,-423.008505,-423.001506,-423.000562,-423.039437,29.138
gdb_18001,O=CC1OC2CCC12,3.57671,1.89809,1.71795,3.5458,64.36,-0.2449,-0.0293,0.2156,819.4523,0.130127,-383.70694,-383.699863,-383.698919,-383.738999,25.914
gdb_88791,CC1CN1C1COC1=N,2.85743,1.31545,1.08177,1.0599,77.13,-0.2315,0.0175,0.249,1171.525,0.159484,-419.170643,-419.162089,-419.161145,-419.204085,32.145
gdb_48688,O=CC12CC(C#C)C1O2,5.61026,0.96328,0.89828,3.5107,74.29,-0.2617,-0.049,0.2126,1251.9068,0.109618,-420.553254,-420.544943,-420.543999,-420.586531,30.355
gdb_93253,CN1CC(O)COC1=O,2.89862,1.343,0.95747,4.2456,69.24,-0.2427,0.0481,0.2908,1198.1014,0.148234,-476.261799,-476.252855,-476.251911,-476.295754,32.239
gdb_22148,CC(=NO)COCC#N,2.15921,1.25258,1.00491,2.9458,71.39,-0.2566,-0.0132,0.2434,1234.4578,0.133162,-455.101019,-455.09098,-455.090036,-455.13723,34.497
gdb_44781,O=C1CC2OC11CNC21,2.4578,2.16936,1.5822,3.4316,69.29,-0.235,-0.0245,0.2105,874.9587,0.124924,-437.762436,-437.755718,-437.754774,-437.793269,27.431
gdb_99862,CCC(C)(C#N)C(C)O,2.0118,1.36606,1.03394,4.739,82.18,-0.2817,0.0474,0.3291,1291.438,0.191264,-404.371912,-404.360762,-404.359818,-404.407582,40.647
gdb_63497,CC1(O)CC1(C)OC=O,2.96746,1.10033,0.93805,5.32,73.62,-0.2589,0.0094,0.2684,1300.331,0.154877,-460.167501,-460.157402,-460.156458,-460.202185,36.888
gdb_126719,CCn1cc(nn1)CO,4.04038,0.90276,0.80084,3.8521,75.28,-0.247,-0.0003,0.2467,1460.0017,0.148167,-435.265625,-435.256496,-435.255551,-435.30137,32.052
gdb_88684,CC1NC1C1OC1(C)C,3.25575,0.9325,0.85461,1.6504,84.12,-0.246,0.0729,0.3189,1490.4094,0.191779,-404.316029,-404.305761,-404.304817,-404.35174,37.755
